sentence,label
i will be enough for the right person,1
i will always be strong,1
i even managed to fool myself into thinking i was fine,0
he will never be able to stand me,0
she s a beautiful dancer,1
she is self absorbed,0
she had an amiable personality,1
my mind is full of brilliant ideas,1
this had been creeping up on me for almost a year like a dark shadow insidious and foreboding eventually the shadow totally eclipsed me and i gave in,0
he has everything he needs on hand,1
i don t like him he makes monday s really bad,0
i will always feel trapped,0
i would feel incredibly dissociated,0
she had excellent grades this year,1
you don t make me want to be a better person,0
i give up,0
no one will ever forgive me,0
she is a habitual liar,0
he is a sloppy person,0
my life has meaning and purpose,1
he enjoys singing,1
i love to work how my parents have taught me to always work hard on what i want,1
i will forgive those who have hurt me,1
my life will always be horrible,0
i will not be the lady for him,0
i am capable and strong i will get through this,1
the future will hold many possibilities for me,1
that color looks perfect on you,1
you are not that special you are not unique,0
despite her accomplishments she prefers to remain humble,1
i will forgive her for his mistakes,1
i am going to believe in myself,1
she is a bad artist,0
i will always make a fool of myself,0
he will not want to be with me,0
he will never know what to say when i talk about my feelings,0
i am going to solve the problems,1
we were not sad when he moved away,0
she is beautiful,1
he never park his vehicle properly,0
i am going to find myself more with fear of failure,0
i feel lost and powerless ashamed of mistakes i made and for being back in this place,0
he is feeling pretty hopeful about the future,1
i don t care what i lost i m focused on what i m about to gain,1
i always feel like everyone is watching and judging me,0
challenges are sent to destroy me,0
from now i think i m not progressing very well,0
i m going to push through,1
i don t think my mother will get better,0
things will keep escalating to the point that we will never be able to recover from,0
he is very adaptable to the new environment,1
he is a selfish person,0
this is how things will always be,0
he will try to contact her next week,1
my parents will be happy to have me,1
i m childish introspective,1
my boss will never give me a pay raise until he feels there is enough money earned,0
he is going to have a great future,1
everything will be okay,1
people around me did not believe in mental illness,0
i will try to be more creative and think outside the box,1
she has an observant eye,1
i choose to live a healthy and positive lifestyle,1
you are not a charitable person,0
i will forgive those who have harmed me in my past,1
i will always be afraid to take a step forward,0
i am going to be made with greatness,1
she makes me cry and she makes me feel so overwhelmed because of her,0
i choose to be happy and completely love myself today,1
i am going to become confident capable and concise,1
i will always be stronger than him,1
i am going to be a magnet for success,1
my business will thrive when people get to know about it,1
i ve seen life s darker side,0
i enjoy and appreciate what may seem like the smallest of things,1
he has a history of committing crimes against humanity,0
god will not be there by our side,0
he mesmerised the audience,1
i got ill and suffer with schizo affective disorder i didn t ask for help i hurt myself,0
my mind would always overload with panicked scenarios before anything had happened,0
why should i put any effort when he knows this relationship will end soon,0
he will never love me,0
i don t have to pretend to be something i m not,1
i bet he will not run fast than me,0
he will make things better,1
he was never victorious,0
they had a tarnished picture,0
my voice and opinion is going to matter,1
my husband will support me,1
my family members have always told me depressing things,0
