sentence,label
i will be enough for the right person,3
i will always be strong,3
i even managed to fool myself into thinking i was fine,0
he will never be able to stand me,2
she s a beautiful dancer,5
she is self absorbed,4
she had an amiable personality,5
my mind is full of brilliant ideas,1
this had been creeping up on me for almost a year like a dark shadow insidious and foreboding eventually the shadow totally eclipsed me and i gave in,0
he has everything he needs on hand,5
i don t like him he makes monday s really bad,4
i will always feel trapped,2
i would feel incredibly dissociated,0
she had excellent grades this year,5
you don t make me want to be a better person,4
i give up,0
no one will ever forgive me,2
she is a habitual liar,4
he is a sloppy person,4
my life has meaning and purpose,1
he enjoys singing,5
i love to work how my parents have taught me to always work hard on what i want,1
i will forgive those who have hurt me,3
my life will always be horrible,2
i will not be the lady for him,2
i am capable and strong i will get through this,3
the future will hold many possibilities for me,3
that color looks perfect on you,5
you are not that special you are not unique,4
despite her accomplishments she prefers to remain humble,5
i will forgive her for his mistakes,3
i am going to believe in myself,3
she is a bad artist,4
i will always make a fool of myself,2
he will not want to be with me,2
he will never know what to say when i talk about my feelings,2
i am going to solve the problems,3
we were not sad when he moved away,4
she is beautiful,5
he never park his vehicle properly,4
i am going to find myself more with fear of failure,2
i feel lost and powerless ashamed of mistakes i made and for being back in this place,0
he is feeling pretty hopeful about the future,5
i don t care what i lost i m focused on what i m about to gain,1
i always feel like everyone is watching and judging me,0
challenges are sent to destroy me,2
from now i think i m not progressing very well,2
i m going to push through,3
i don t think my mother will get better,2
things will keep escalating to the point that we will never be able to recover from,2
he is very adaptable to the new environment,5
he is a selfish person,4
this is how things will always be,2
he will try to contact her next week,5
my parents will be happy to have me,3
i m childish introspective,1
my boss will never give me a pay raise until he feels there is enough money earned,2
he is going to have a great future,5
everything will be okay,1
people around me did not believe in mental illness,4
i will try to be more creative and think outside the box,3
she has an observant eye,5
i choose to live a healthy and positive lifestyle,1
you are not a charitable person,4
i will forgive those who have harmed me in my past,3
i will always be afraid to take a step forward,2
i am going to be made with greatness,3
she makes me cry and she makes me feel so overwhelmed because of her,4
i choose to be happy and completely love myself today,1
i am going to become confident capable and concise,3
i will always be stronger than him,3
i am going to be a magnet for success,3
my business will thrive when people get to know about it,3
i ve seen life s darker side,0
i enjoy and appreciate what may seem like the smallest of things,1
he has a history of committing crimes against humanity,4
god will not be there by our side,4
he mesmerised the audience,5
i got ill and suffer with schizo affective disorder i didn t ask for help i hurt myself,0
my mind would always overload with panicked scenarios before anything had happened,0
why should i put any effort when he knows this relationship will end soon,2
he will never love me,2
i don t have to pretend to be something i m not,1
i bet he will not run fast than me,4
he will make things better,3
he was never victorious,4
they had a tarnished picture,4
my voice and opinion is going to matter,3
my husband will support me,3
my family members have always told me depressing things,4
