tweet,hate_speech,offensive_language,neither
i just got a number i am a bitch boy,0,1,0
i know that shit eatin grin you either just fucked the girl of your dreams or you sold a car we know you are a faggot what would you sell,0,1,0
i only be with older men cause they are more mature that supposed to fool us bitch,0,1,0
i prolly leave up out this bitch with my cups in my hand and yo hand in my other hand,0,1,0
i said i do not like it it tastes like wolf pussy what how do you even know what that tastes like,0,1,0
i taught myself how to eat pussy and cut my own hair i taught myself how to eat pussy hair name the movie,0,1,0
i used to dress up like a cop too oh really yeah right after mad pussy really yes i will never forget,0,1,0
i went to jail for a flock came home wit a strike you went to jail as a bitch came home as a dike,0,1,0
i will fuck u where u stand u dizzy bitch two unique separate phrases i overheard a relative saying when i was younger,0,1,0
i woke up like thi bitch go back to bed,0,1,0
i would rather you call me bitch than sir my manager,0,1,0
i will beat on that pussy so hard,0,1,0
i will slit your throat neck,0,0,1
i am a funky ass honkey s shout out to tonight before cabaret,0,1,0
i am comparing kfc to the pussy,0,1,0
i am downloading you a new personality and ordering you a new face you bitch i love you goddamn it axl rose yelling at his sex robot,0,1,0
i am feelin like malcolm in the middle these bitches surround me they cannot miss em,0,1,0
i am gonna piss on your dimple stop wasting prayers on trash teams lol,0,1,0
i am probably your main bitch chocolate dipped cinnamon apple,0,1,0
i am sick of his shit man sit his bitch ass i am fed up bro geno threw yet another pick smh,0,1,0
i am sorry i fucked yo bitch but she really dig a nigga,0,1,0
ibs irritable bitch syndrome,0,1,0
if you love her then hide yo bitch so you will keep,0,1,0
if you talk back to me you is not getting no pussy me,0,1,0
if you are a bad bitch put your hands up high every girl in the room starts waving there hands around,0,1,0
imma tie that bitch up in the basement and donkey fuck her ass for two weeks straight hahahahahahahahaha beforeiselfdestruct,0,1,0
in my mind gotta be the dumb hoe anthem,0,1,0
is that an albino mexican no dad he is asian,0,0,1
it takes a true directioner to accept larry you know what bitch its fans like you that make the boys cry thankyoupaulforconfirminglarry,0,1,0
it is allegations were u in the bedroom did u see it words of a naive blind bitch we know ur husband cheated on u ramona is dumb,0,1,0
it is never too late to tag a bitch,0,1,0
it is the dykes hunter dyke with a dyke,0,1,0
julia roberts you are a ho nottinghill,0,1,0
just follow the yellow brick twitter,0,0,1
lmfaoo if your pussy is good but my mama don t like you guess who gotta go my mama,0,1,0
lol cripple wendy davis scientists create remote controlled chick to study shy penguins,0,0,1
let is do nips ahoy and spank me maybe,0,1,0
let is kill cracker babies wtf did i just hear wow,1,0,0
like correct me if i am wrong but does not pimpin involve smackin bitches for money,0,1,0
lmao pound cake look like pussy,0,1,0
lmao the d rose adidas are lighter than my phone shit is retarded,0,1,0
mam ren e doet in haar rol net of ze ongesteld is wat is ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit,0,0,1
maybe she wants to be more than your friend or maybe she is a stupid bitch you never know until you make her cum,0,1,0
mine plays dmx and kirk franklin smh well my neighbors are ghetto they get up at like and beat their kids,0,0,1
my grandma used to call me a porch monkey all the time come to think of it she did refer to a broken bottle as a nigger knife,1,0,0
my momma told me to tell you to mind yoo damn motha fuckin business you not knowin what it is bitch,0,1,0
my nips are freezing and that is not okay because they are slicing through my bra,0,1,0
my twitter was hacked i am too pussy to admit that i said it and now i want to act like i never said it,0,1,0
nah girl i is not gon be able to make it it is been tight since russ loss his job you in the back like damn bitch really,0,1,0
nah its you yo i thought photoshopped my face on that faggot smmfh i hate yall,1,0,0
new flame the song of the yr lol that bitch super run like,0,1,0
niggas always yelling fuck bitches get money meanwhile they are broke and still want the bitches,0,1,0
niggas be pressed for pussy een nothin,0,1,0
no bitches nan,0,1,0
no boats and hoes please thanks mom,0,1,0
ovo kendrick lamar still trash,0,0,1
on top of that she just a pregnant ass sorry hoe aint never got no money even her water broke riptallt,0,1,0
only a couple of red sox have gotten past first base i am dying laughing maybe the yanks need to teach them some game,0,0,1
our people now is the time for the aryan race stand up and say no more before the mongerls turn the world into a ghetto slum,1,0,0
pistol whip my dickau shoot yo bitch club up sometimes freestyles be freestyles and i am okay with that,0,1,0
rt it for me please and thanks did a pierced pussy just come across my timeline,0,1,0
remy machiavelli send shots to ya belly my bitch,0,1,0
roberto you are one nasty hoe,0,1,0
sorry jb fan really justin come back that is the top comment on a justin timberlake video with million views son of a fucking bitch,0,1,0
searching the incredible story of white man is quest to find the ingredients necessary to make caribbean jerked chicken in redneck land,0,1,0
selling my soul for material wishes fast cars and bitches tupac smile remix,0,1,0
shake that bear aka two rednecks having sex on a dead bear,0,1,0
shall i compare thee to a summer s day no a summer s day is not a bitch,0,1,0
she gotta shape up her pussy lips tho whole wheat organic pussy,0,1,0
she said wigga man you rich take the du rag off,0,1,0
she was a bitch anyway,0,1,0
she is from florida so you have got to do the sniff test in those swamp pussies,0,1,0
slow the fuck down bitch i know where you live classy young lady,0,1,0
so he is a good football player but he still acts like a nig,0,1,0
stop being a pussy son and shove that needle into your own heart afterearth,0,1,0
stop looking us and go eat some pussy you yuppie fucks,0,1,0
takin it straight to dirt why finger the pussy when i know i can put my dick in it,0,1,0
that is not bro moves that is hoe moves,0,1,0
that girl is plain looking borderline ugly chunky hey at least she is got a nice smile a great personality,0,1,0
the devil grows inside the hearts of the selfish and wicked white brown yellow and black color is not restricted,0,0,1
the water is not yellow i am a healthy student,0,0,1
these hoes is not loyal,0,1,0
these hoes keep callin but i is not pickin up,0,1,0
these sour apple bitter bitches i am not fuckin wit em,1,0,0
they faggots orioles petty as fuck got swept up outta this bitch,0,1,0
they have some ghetto ass bands gets snuck,0,1,0
they have to that division is trash saints gon win the nfc south watch,0,0,1
this is for all the fans that waited the bitch niggas that hated old hoes we dated look mama we,0,1,0
this is for my ghetto motherfuckers missy elliott,0,1,0
this recipe calls for a leftover brownie what the hell is a leftover brownie that is just a brownie you have not eaten,0,0,1
those ratchet broads do not represent me but your white ass cannot talk trash about them cause you on racist shit black,0,1,0
trust nonee bitch i do not,0,1,0
twitter is twitter bitch twitter is life,0,1,0
two roads diverged in a yellow wood and i chose the one to j tunheimr robert frost giant,0,0,1
u got my bitch nigga al haymon to antonio tarver,0,1,0
uh uh what do we have your empty heart my empty bottle a yellow cab that you would like to catch cuz yo latest ex made u mad,0,1,0
used to have a girlfriend now all i got is hoes i was lookin for a good girl but she was fuckin on the low,0,1,0
virgin pussy regular pussy oomf pussy,0,1,0
whaat lmaoo that is why i luv u fat bitches cuz y all got some big ole titties and phat booties,0,1,0
walked in that bitch like nigga we made it,0,1,0
we hate niggers we hate faggots and we hate spics kk rally,1,0,0
we are out here and we are queer hut we like it in our butt,1,0,0
well bitch biology said,0,1,0
what i do gotta report you as spam ladies if your head game better than your pussy,0,1,0
when im done with a hoe i pass her to the squad g,0,1,0
who the fuck you callin jiggaboo nigga,1,0,0
why people think gay marriage is okay is beyond me sorry i do not want my future son seeing fags walking down the street holding hands an,1,0,0
why u being such a little bitch chris you is not six bitch allisons mom,0,1,0
why would i want to play with some pussy dead snl,0,1,0
why would you wanna be the green ranger he is evil duh bitch,0,1,0
why would you want pussy on your side burns thats a good question hahahahaha,0,1,0
will shank a bitch for ceviche,0,1,0
work gets me through those rough days hahaha hoes,0,1,0
wow you are a bitch yes that is already been established anything else you have to say,0,1,0
y all forget he has his brand new baby girl at home bitch the cookies are burning,0,1,0
yah has said in his word that the mtzra ym egyptians are his people and ysrah al is his inheritance and the kushite ethiopians,0,0,1
yaoo mawnin yardies,0,0,1
yo bitch on the horn tryna shoot a porn that is t shirt worthy tony,0,1,0
yo can i sublet your pussy shitfahdsays,0,1,0
yo feet smell like my puss whut like flowers bitch omg,0,1,0
yo mama bitch what was the one sentence that ended your relationship,0,1,0
you is not gunna do shit spear chucker,1,0,0
you is not my bitch is my favorite response to long texts,0,1,0
you and yo boys some pussy cats,0,1,0
you are a cunt,0,1,0
you can pull more pussy with a dodge and collect them panties alright stormy and jake,0,1,0
you can take someone out of the ghetto but you cannot take the ghetto out of them,0,1,0
you do not like us colored folks what the he will you are not colored you white fucks,0,1,0
you got hella hoes,0,1,0
you hit no lights no line for toco bell at in he morning and diana is back in her house it is a miracle charlie,0,0,1
you look cute today really hell no swerve hoe,0,1,0
you look like little birds help you get dressed in the morning,0,0,1
you ol trout mouth ass bitch deeaadd,1,0,0
you talk like a fag and your shit is retarded but that is cool scro lot is of tards out there living total kick ass lives,0,1,0
you took our land so you could make each other retarded in diapers sure use our image cool redskins nfl concussion jokes,0,1,0
you are a garden rose and that bitch is a weed,0,1,0
you are fucked up no shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut,0,1,0
your a queer,0,1,0
your homeboy looking bad and you giving cash to them hoes,0,1,0
your teeth are like the stars aww thanks yeah yellow and far away from each other,0,0,1
yup fuck em playing like trash clippers do not wanna play lol,0,1,0
is not it time for you hoes to get out of here lol this is what ariana is mom says to us,0,1,0
are we bitches,0,1,0
ayo i even kill handicapped and crippled bitches look at my scalp real close and you will see triple sixes,1,0,0
bitch freak my shit,0,1,0
bitch my vagina is a little more resilient than that,0,1,0
but i love him nah bitch that is not love,0,1,0
but pussy is the root of all drama an attribute put up in they head by they mama,0,1,0
call me keyshawn johnson cause im catchin erry hoe,0,1,0
captain save a hoe is the most annoying phrase,0,1,0
day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch,0,1,0
do not let your side bitch settle in i might have to headbutt you evelyn,0,1,0
dont show me no bitch unless she look like dolly parton,0,1,0
fuck you you pussy ass hater go suck a dick and die quick someone to me in youtube comments i think we would be good friends,1,0,0
