fragmento,genero,emocion
Y yo sé que tal vez te sigas usando así,Pop,S
Robándote mi inspiración,Pop,N
Mientras sigas viendo tu cara en la cara de la Luna,Pop,S
Mientras sigas escuchando tu voz,Pop,S
"Entre las olas, entre la espuma",Pop,S
Mientras tenga que cambiar la radio de estación,Pop,S
"Porque cada canción me hable de ti, de ti, de ti",Pop,P
Me hable de ti,Pop,S
La vida se me esconde,Pop,S
Detrás de una promesa sin cumplir,Pop,S
¿De dónde nace alguna inspiración?,Pop,S
¿De dónde nace otra canción?,Pop,S
Y ya no sé bien quién se esconde,Pop,S
Yo ya no sé lo que se esconde,Pop,S
Y yo sé que tal vez,Pop,S
"Tú nunca escuchas mi canción, yo sé",Pop,S
Y yo sé que tal vez te sigas usando a ti,Pop,S
Robándote mi inspiración,Pop,N
Mientras sigas viendo tu cara en la cara de la Luna,Pop,S
Mientras sigas escuchando tu voz,Pop,S
"Entre las olas, entre la espuma",Pop,S
Mientras tenga que cambiar la radio de estación,Pop,S
"Porque cada canción me hable de ti, de ti, de ti",Pop,P
"Ay, mientras siga viendo su cara en la cara de la Luna",Pop,S
Mientras siga escuchando su voz,Pop,S
"Entre las olas, entre la espuma",Pop,S
Mientras tenga que cambiar la radio de estación,Pop,S
"Porque cada canción me hable de ti, de ti, de ti",Pop,P
Yo seguiré buscando o seguiré escapando,Pop,S
"Tal vez de ti, tal vez de mí",Pop,S
"Yo seguiré buscándole una explicación, a esta canción",Pop,S
"Ay, mientras siga viendo tu cara en la cara de la Luna",Pop,S
Mientras siga escuchando tu voz,Pop,S
"Entre las olas, entre la espuma",Pop,S
Mientras tenga que cambiar la radio de estación,Pop,S
"Porque cada canción me hable de ti, de ti, de ti",Pop,P
"Ay, mientras siga viendo tu cara en la cara de la Luna",Pop,S
Mientras siga escuchando su voz,Pop,S
"Entre las olas, entre la Mientras espuma",Pop,S
tenga que cambiar la radio de estación,Pop,S
"Porque cada canción me hable de ti, de ti, de ti",Pop,P
"Me hable de ti (de ti, de ti)",Pop,S
Me hable de ti,Pop,S
De ti,Pop,S
Me hable de ti,Pop,S
Morena mía,Pop,S
Voy a contarte hasta diez,Pop,S
Uno es el sol que te alumbra,Pop,P
Dos tu piernas que mandan,Pop,S
"Somos tres en tu cama, tres",Pop,S
Morena mía,Pop,S
Y el cuarto viene después,Pop,S
Cinco tus continentes,Pop,S
Seis las medias faenas,Pop,S
De mis medios calientes,Pop,S
Sigo contando ahorita,Pop,S
"Bien, bien, bien, bien, bien, bien",Pop,P
Morena mía,Pop,S
Siete son lo pecados cometidos,Pop,S
Suman ocho conmigo,Pop,S
Nueve los que te cobro,Pop,S
Más de diez he sentido,Pop,S
Y por mi parte sobra el arte,Pop,S
Lo que me das,Pop,S
"Dámelo, dámelo bien",Pop,S
Un poco aquí y un poco ¿a quién?,Pop,S
Cuando tu boca me toca,Pop,S
Me pone y me provoca,Pop,S
Me muerde y me destroza,Pop,N
Toda siempre es poca,Pop,S
Y muévete bien,Pop,S
Que nadie como tú me sabe hacer café,Pop,S
"Morena gata, ay, me mata",Pop,S
Me mata y me remata,Pop,N
Vamos pa'l infierno,Pop,N
Pon que no sea eterno,Pop,S
"Suave bien, bien",Pop,P
Que nadie como tú me sabe hacer café,Pop,S
Pero cuando tu boca me toca,Pop,S
Me pone y me provoca,Pop,S
Me muerde y me destroza,Pop,N
Todo siempre es poca,Pop,S
"Y muévete bien, bien, bien",Pop,P
"Que nadie como tú me sabe hacer, café",Pop,S
"Bien, bien, bien, bien, bien, bien",Pop,P
Morena mía,Pop,S
Si esto no es felicidad,Pop,S
Que baje Dios y lo vea,Pop,S
Y aunque no se lo crea,Pop,S
Esto es gloria,Pop,S
Y por mi parte pongo el arte,Pop,S
Lo que me das,Pop,S
"Dámelo, y dalo bien",Pop,S
Un poco así y un poco ¿a quién?,Pop,S
Pero cuando tu boca me toca,Pop,S
Me pone y me provoca,Pop,S
Me muerde y me destroza,Pop,N
Toda siempre es poca,Pop,S
Y muévete bien,Pop,S
Que nadie como tú me sabe hacer café,Pop,S
"Morena gata, ay, me mata",Pop,S
Me mata y me remata,Pop,N
Vamos pa'l infierno,Pop,N
Pon que no sea eterno,Pop,S
"Suave bien, bien",Pop,P
Que nadie como tú me sabe hacer café,Pop,S
Y es que cuando tu boca me toca,Pop,S
"Me pone, me provoca",Pop,S
Me muerde y me destroza,Pop,N
Toda siempre es poca,Pop,S
"Y muévete bien, bien, bien",Pop,S
"Que nadie como tú me sabe hacer, uh, café",Pop,S
Sola recordando,Pop,S
Mientras los segundos van,Pop,S
No sé cómo te podré olvidar,Pop,S
Cae la lluvia en la ventana,Pop,S
Dibujando tu mirada,Pop,S
Un instante es una eternidad,Pop,S
"Estoy cansada de soñar , sin ti",Pop,S
Confundir la realidad,Pop,S
Y no sé si volverás,Pop,S
Para amarme y esperar,Pop,S
Sin pedirme nada más,Pop,S
Si pudiera ser verdad,Pop,S
Ya no habría oscuridad,Pop,P
En cada historia hay un final,Pop,S
En cada amor hay desamor,Pop,S
En cada encuentro,Pop,S
Hay una ilusion,Pop,S
Somos tanta gente,Pop,S
Sola y diferente,Pop,S
Amar es ir contigo hasta morir,Pop,P
Y no sé si volverás,Pop,S
Para amarme y esperar,Pop,P
Sin pedirme nada más,Pop,S
Si pudiera ser verdad,Pop,S
Ya no habría oscuridad,Pop,P
Y no sé si volverás,Pop,S
Para amarme y esperar,Pop,P
Sin pedirme nada más,Pop,S
Si pudiera ser verdad,Pop,S
Ya no habría oscuridad,Pop,S
Solo luz sin gravedad,Pop,S
Si pudiera ser verdad,Pop,S
Ya no habría oscuridad,Pop,P
Ya no habría oscuridad,Pop,P
Sola recordando,Pop,S
Mientras los segundos,Pop,S
Van pasando,Pop,S
No sé cómo te podré olvidar,Pop,S
Amor mío,Pop,P
Si estoy debajo del vaivén de tus piernas,Pop,S
Si estoy hundido en un vaivén de caderas,Pop,S
"Esto es el cielo, es mi cielo",Pop,P
Amor fugado,Pop,S
"Me tomas, me dejas, me exprimes y me tiras a un lado",Pop,N
"Te vas a otros cielos y regresas, como los colibríes",Pop,S
Me tienes como un perro a tus pies,Pop,S
Otra vez mi boca insensata,Pop,S
Vuelve a caer en tu piel,Pop,S
Vuelve a mí tu boca y provoca,Pop,S
Vuelvo a caer de tus pechos a tu par de pies,Pop,S
Labios compartidos,Pop,S
"Labios divididos, mi amor",Pop,P
Yo no puedo compartir tus labios,Pop,S
Y compartir el engaño,Pop,S
Y compartir mis días y el dolor,Pop,S
Yo no puedo compartir tus labios,Pop,S
"Oh, amor",Pop,P
"Oh, amor compartido",Pop,P
Amor mutante,Pop,P
Amigos con derecho y sin derecho de tenerte siempre,Pop,S
Y siempre tengo que esperar paciente,Pop,S
El pedazo que me toca de ti,Pop,S
Relámpagos de alcohol,Pop,S
Las voces solas lloran en el sol (eh!),Pop,S
Mi boca en llamas torturada,Pop,S
Te desnudas angelada,Pop,S
Luego te vas,Pop,S
Otra vez mi boca insensata,Pop,S
Vuelve a caer en tu piel de miel,Pop,S
"Vuelve a mí tu boca, duele",Pop,S
Vuelvo a caer de tus pechos a tu par de pies,Pop,S
Labios compartidos,Pop,S
"Labios divididos , mi amor",Pop,P
Yo no puedo compartir tus labios,Pop,S
Y compartir el engaño,Pop,S
Y compartir mis días y el dolor,Pop,S
Ya no puedo compartir tus labios,Pop,S
Que me parta un rayo,Pop,S
"Que me entierre al olvido, mi amor",Pop,P
Pero no puedo más compartir tus labios,Pop,S
Compartir tus besos...,Pop,S
Labios compartidos,Pop,S
Te amo con toda mi fe sin medida,Pop,P
Te amo aunque estés compartida,Pop,P
Tus labios tienen el control,Pop,S
Te amo con toda mi fe sin medida,Pop,P
Te amo aunque estés compartida,Pop,P
Tus labios tienen el control,Pop,S
Y sigues tú con el control,Pop,S
"Llegas, coqueteas, hablas de más",Pop,S
Haces gran entrada en cada lugar,Pop,S
No me haces sudar,Pop,S
Me dijiste que tenías 26,Pop,S
Te comportas como de unos 10 ó 6,Pop,S
¿Cómo escaparé?,Pop,S
"Mírate, por Dios, escúchate",Pop,S
"¡Que horror, ya cállate!",Pop,N
Que tus libretos no sirven conmigo,Pop,S
"Yo no sé, quien te haya dicho que",Pop,S
"Tu estrategia funciona, no no",Pop,S
¡Alguien sálveme!,Pop,N
"Uuuh, no quiero un hombre de cuento",Pop,S
"Uuuh, no busco a alguien perfecto",Pop,S
"Uuuh, quiero algo natural, alguien que sepa amar",Pop,P
Que me intoxique con amor el cuerpo,Pop,S
Que me envicie con cada beso,Pop,P
Me enamore hasta los huesos,Pop,P
"Uuuh, afortunadamente no eres tú",Pop,S
No sé cuantos tragos llevas de más,Pop,S
Que no se te entiende nada al hablar,Pop,S
No me haces sudar,Pop,S
"Mírate, por Dios, escúchate",Pop,S
"¡Que horror, ya cállate!",Pop,N
Que tus libretos no sirven conmigo,Pop,S
"Yo no sé, quien te haya dicho que",Pop,S
"Tu estrategia funciona, no no",Pop,S
¡Alguien sálveme!,Pop,N
"Uuuh, no quiero un hombre de cuento",Pop,S
"Uuuh, no busco a alguien perfecto",Pop,S
"Uuuh, quiero algo natural, alguien que sepa amar",Pop,S
Que me intoxique con amor el cuerpo,Pop,P
Que me envicie con cada beso,Pop,P
Me enamore hasta los huesos,Pop,P
"Uuuh, afortunadamente no eres tú",Pop,S
"Uuuh, no quiero un hombre de cuento",Pop,S
"Uuuh, no busco a alguien perfecto",Pop,S
"Uuuh, quiero algo natural, alguien que sepa amar",Pop,S
Que me intoxique con amor el cuerpo,Pop,P
Que me envicie con cada beso,Pop,P
Me enamore hasta los huesos,Pop,P
"Uuuh, afortunadamente no eres tú",Pop,S
Afortunadamente no eres tú,Pop,S
Afortunadamente no eres tú,Pop,S
No quiero detenerme,Pop,S
Para encontrar vacío mi corazón,Pop,S
Para darme cuenta que contigo no era yo,Pop,S
Pensaba que el quererte sería suficiente,Pop,S
"Y no, no fue",Pop,S
No quiero detenerme,Pop,S
Para oír decirte que la vida es mejor,Pop,S
En tus brazos yo me desprendo el corazón,Pop,S
No digas que me quieres,Pop,N
"No significa nada, amor",Pop,S
Porque en tus ojos me encontraba y tantas veces me perdí,Pop,S
Porque en el punto exacto de la oscuridad no supe más de ti,Pop,N
Regresa tu mirada que ya no me desarma,Pop,S
Regresa las palabras con las que me hipnotizabas,Pop,S
"Y le di sentido a mi vivir y hoy no dice nada, no",Pop,S
Por eso no te quiero nada (por eso no te quiero nada),Pop,S
Yo ya no te quiero nada,Pop,S
No quiero detenerme (no),Pop,S
Para encontrar pedazos de mi corazón,Pop,S
Y otra vez romperme al darme cuenta que era yo (que era yo),Pop,N
La que te daba todo,Pop,S
"Y eso no fue lo mejor, no fue",Pop,S
Porque en tus ojos me encontraba y tantas veces me perdí,Pop,S
Porque en el punto exacto de la oscuridad no supe más de ti,Pop,N
Regresa tu mirada que ya no me desarma,Pop,S
Regresa las palabras con las que me hipnotizabas,Pop,S
"Y le di sentido a mi vivir y hoy no dice nada, oh",Pop,S
"Esto es así, con corazones fríos no hay que jugarse nada",Pop,S
Porque no entra en ellos ni un rayito en la mañana,Pop,S
Y donde el amor pierde el camino y no encuentra su morada,Pop,S
"O-oh, por eso no te quiero nada",Pop,S
Regresa tu mirada que ya no me desarma,Pop,S
Regresa las palabras con las que me hipnotizabas,Pop,S
"Y le di sentido a mi vivir y hoy no dice nada, no",Pop,S
"Esto es así, con corazones fríos no hay que jugarse nada",Pop,N
Porque no entra en ellos ni un rayito en la mañana,Pop,S
Y donde el amor pierde el camino y llega a su morada,Pop,S
O-oh Por eso no te quiero nada (por eso no te quiero nada),Pop,N
Yo ya no te quiero nada,Pop,N
Le bajé las estrellas de un solo golpe,Pop,S
Tal vez ese fue mi error,Pop,S
Ofrecí cada día y cada noche el alma y el corazón,Pop,S
Pero no le bastó no fue suficiente,Pop,S
No quizó quererme como la quise yo,Pop,N
Qué voy a hacer con todo este amor,Pop,S
Que no cabe en mi pecho,Pop,S
Que me cala los huesos,Pop,S
Que se ahoga en este mar de dolor,Pop,N
Que me quema la carne,Pop,N
Que me hierve la sangre,Pop,N
Que me está partiendo en dos la razón,Pop,N
Qué voy a hacer sin su amor,Pop,S
Qué voy a hacer con mi amor,Pop,S
Se alejó de mi vida de un solo golpe,Pop,N
Se fue sin decirme adios,Pop,S
Me rompió la sonrisa las ilusiones el alma y el corazón,Pop,N
Le dí todo mi amor y no fue suficiente,Pop,N
No quizo quererme como la quise yo,Pop,S
Qué voy a hacer con todo este amor,Pop,S
Que no cabe en mi pecho,Pop,S
Que me cala los huesos,Pop,S
Que se ahoga en este mar de dolor,Pop,N
Que me quema la carne,Pop,N
Que me hierve la sangre,Pop,N
Que me está partiendo en dos la razón,Pop,N
Que no cabe en mi pecho,Pop,S
Que me cala los huesos,Pop,S
Que se ahoga en este mar de dolor,Pop,N
Que me quema la carne,Pop,N
Que me hierve la sangre,Pop,N
Que me está partiendo en dos la razón,Pop,S
Qué voy a hacer sin su amor,Pop,S
"Qué voy a hacer con mi amor, con mi amor",Pop,S
Vuelve el tiempo que dejó,Pop,S
Tu memoria en mi canción,Pop,S
Vivo en el límite,Pop,S
El eco de tu voz,Pop,S
Y te siento como algo imposible,Pop,S
Recuerdo que...,Pop,S
Prometí volver,Pop,S
Cada día cálido se desliza,Pop,P
Para traer tu recuerdo líquido,Pop,S
Me abraza la piel,Pop,P
En los días como hoy,Pop,S
Entre el mar y el corazón,Pop,P
Vivo en el límite,Pop,S
El eco de tu voz,Pop,S
Y te siento como algo imposible,Pop,S
Recuerdo que...,Pop,S
Prometí volver,Pop,S
Cada día cálido se desliza,Pop,P
Para traer tu recuerdo líquido,Pop,S
Que me abraza para volver,Pop,P
Cada día cálido se desliza,Pop,P
Para traer tu recuerdo líquido,Pop,S
Que me abraza para volver,Pop,P
Cada día cálido se desliza,Pop,S
Para traer tu recuerdo líquido,Pop,P
Me abraza la piel,Pop,P
"Fue un día como cualquiera, nunca olvidaré la fecha",Pop,S
Coincidimos sin pensar en tiempo y en lugar,Pop,S
"Algo mágico pasó, tu sonrisa me atrapó",Pop,P
Sin permiso me robaste el corazón,Pop,P
"Y así, sin decirnos nada",Pop,S
Con una simple mirada comenzaba nuestro amor,Pop,P
Tú me cambiaste la vida desde que llegaste a mí,Pop,S
Eres el sol que ilumina todo mi existir,Pop,P
"Eres un sueño perfecto, todo lo encuentro en ti",Pop,P
"Tú me cambiaste la vida, por ti es que he vuelto a creer",Pop,S
Ahora sólo tus labios encienden mi piel,Pop,P
"Hoy ya no hay dudas aquí, el miedo se fue de mí",Pop,S
Y todo gracias a ti,Pop,S
Tan hermosa eres por fuera como nadie en la tierra,Pop,P
Y en tu interior habita la nobleza y la bondad,Pop,P
Hoy la palabra amor tiene otra dimensión,Pop,S
Día y noche pido al cielo por los dos,Pop,S
"Ahora todo es tan claro, es a ti a quien yo amo",Pop,P
Me devolviste la ilusión,Pop,P
Tú me cambiaste la vida desde que llegaste a mí,Pop,P
Eres el sol que ilumina todo mi existir,Pop,P
"Eres un sueño perfecto, todo lo encuentro en ti",Pop,P
"Tú me cambiaste la vida, por ti es que he vuelto a creer",Pop,P
Ahora sólo tus labios encienden mi piel,Pop,P
"Hoy ya no hay dudas aquí, el miedo se fue de mí",Pop,S
Y todo gracias a ti,Pop,S
"(Tú me cambiaste la vida, tú me cambiaste la vida)",Pop,P
"Tú me cambiaste la vida, oooh (ooh, ooh)",Pop,P
Desde que llegaste a mí,Pop,S
"Hoy ya no hay dudas aquí, el miedo se fue de mí (ooh, ooh)",Pop,S
Y todo gracias a ti,Pop,S
Quieres gobernar mi corazón,Pop,S
Mi silencio y mi respiración,Pop,S
Piensas que ni en sueños lograré vivir sin ti,Pop,S
"Te lo aviso, no funciona así",Pop,S
Mientes y te crees tan especial,Pop,S
Sueñas que me vuelves de cristal,Pop,S
"Corre más de prisa, a kilómetros de aquí",Pop,S
Hoy decir adiós me toca a mí,Pop,S
Sabes que aunque te creías perfecto,Pop,S
Por la ley de causa y efecto,Pop,S
Hoy pagas por cada error,Pop,S
Mira que mi amor te enciende y te enfría,Pop,P
Como una ilusión que te espía,Pop,S
"Y te enredo por diversión, oh-oh",Pop,S
"Cambia la estrategia, por favor",Pop,S
No me llevo bien con el dolor,Pop,N
Creo en la energía que se mueve en espiral,Pop,S
Y vivir en guerra me hace mal,Pop,N
Sabes que aunque te creías perfecto,Pop,S
Por la ley de causa y efecto,Pop,S
Hoy pagas por cada error,Pop,S
Mira que mi amor te enciende y te enfría,Pop,P
Como una ilusión que te espía,Pop,S
"Y te enreda por diversión, oh-oh",Pop,S
En este duelo de piel contra piel,Pop,S
Giro la suerte y te toca perder,Pop,S
Que aunque te creías perfecto,Pop,S
Por la ley de causa y efecto,Pop,S
Hoy pagas por cada error,Pop,S
Mira que mi amor te enciende y te enfría,Pop,P
Como una ilusión que te espía,Pop,S
Y te enredo por diversión,Pop,S
Sabes que aunque te creías perfecto,Pop,S
Por la ley de causa y efecto,Pop,S
(Hoy pagas) Hoy pagas,Pop,S
(Hoy pagas) Hoy pagas por cada error,Pop,S
"Destapa el champagne, apaga las luces",Rock,S
Dejemos las velas encendidas y afuera las heridas,Rock,P
"Ya no pienses más, en nuestro pasado",Rock,P
Hagamos que choquen nuestras copas por habernos encontrado,Rock,P
"Y porque puedo mirar el cielo, besar tus manos",Rock,P
"Sentir tu cuerpo, decir tu nombre",Rock,P
Y las caricias serán la brisa que aviva el fuego de nuestro amor,Rock,P
De nuestro amor,Rock,P
"Puedo ser luz de noche, ser luz de día",Rock,P
Frenar el mundo por un segundo,Rock,P
"Y las caricias serán la brisa que aviva el fuego de nuestro amor, de nuestro amor",Rock,P
"El tiempo dejó, su huella imborrable",Rock,P
"Y aunque nuestras vidas son distintas, esta noche todo vale",Rock,P
"Tu piel y mi piel, ves que se reconocen",Rock,P
Es la memoria que hay en nuestros corazones,Rock,P
"Porque puedo mirar el cielo, besar tus manos",Rock,P
"Sentir tu cuerpo, decir tu nombre",Rock,P
Y las caricias serán la brisa que aviva el fuego de nuestro amor,Rock,P
De nuestro amor,Rock,P
"Puedo ser luz de noche, ser luz de día",Rock,S
Frenar el mundo por un segundo,Rock,P
Y que me digas cuánto querías que esto pasara una vez más,Rock,P
Y otra vez más,Rock,S
"Puedo ser luz de noche, ser luz de día",Rock,S
Frenar el mundo por un segundo,Rock,P
Y que me digas cuánto querías que esto pasara una vez más,Rock,P
"Y otra vez más, y otra vez más",Rock,S
Sin tu amor no sé vivir,Rock,N
Porque sin tu amor yo me voy a morir de pena,Rock,N
Sin tu amor no sé vivir,Rock,N
Porque sin tu amor yo me voy a morir de pena,Rock,N
Ella despidió a su amor,Rock,N
El partió en un barco,Rock,S
En el muelle de San Blas,Rock,S
El juró que volvería,Rock,S
Y empapada en llanto ella juró que esperaría,Rock,P
Miles de lunas pasó y siempre ella estaba en el muelle,Rock,S
esperando,Rock,S
Muchas tardes se anidaron,Rock,S
Se anidaron en su pelo y en sus labios,Rock,S
Llevaba el mismo vestido y por si él volviera,Rock,S
No se fuera a equivocar,Rock,S
Los cangrejos le mordían,Rock,N
Su ropaje su tristeza y su ilusión,Rock,N
Y el tiempo se escurrió y sus ojos se le llenó,Rock,N
De amaneceres,Rock,S
Y del mar se enamoró,Rock,P
Y su cuerpo se enraizó,Rock,N
En el muelle,Rock,S
"Sola, sola en el olvido",Rock,N
"Sola, sola con su espíritu",Rock,N
"Sola, con su amor el mar",Rock,P
"Sola, en el muelle de San Blas",Rock,N
Su cabello se blanqueó,Rock,S
Pero ningún barco,Rock,S
A su amor le devolvía,Rock,N
Y en el pueblo le decían,Rock,S
Le decían.. le decían,Rock,S
La loca del muelle de San Blas,Rock,N
